# KSL
ID	DOCULECT	CONCEPT	GlossID	Orthography	IPA	Tokens	CogID
891	H	218_bosombreast	268	kebel	kɛbɛl	k ɛ b ɛ l	268
892	WOT	218_bosombreast	268	käbäl	kɛbɛl	k ɛ b ɛ l	268
#
893	H	219_goatcaprahircus	269	kecske	kɛt͡ʃkɛ	k ɛ t͡ʃ k ɛ	269
894	EAH	219_goatcaprahircus	269	kečeke	kɛt͡ʃɛkɛ	k ɛ t͡ʃ ɛ k ɛ	269
895	WOT	219_goatcaprahircus	269	käčäkä	kɛt͡ʃɛkɛ	k ɛ t͡ʃ ɛ k ɛ	269
#
896	H	220_blue	270	kék	keːk	k eː k	270
897	EAH	220_blue	270	keyk	kɛjk	k ɛ j k	270
898	WOT	220_blue	270	kȫk	køːk	k øː k	270
#
899	H	221_trousseaudowrygiftgivenwiththebrideorbridegroom	271	kelengye	kɛlɛɲɟɛ	k ɛ l ɛ ɲɟ ɛ	271
900	OH	221_trousseaudowrygiftgivenwiththebrideorbridegroom	271	kelinǰe	kɛlind͡ʒʲɛ	k ɛ l i n d͡ʒʲ ɛ	271
901	EAH	221_trousseaudowrygiftgivenwiththebrideorbridegroom	271	kälinčäγ	kɛlint͡ʃɛɣ	k ɛ l i n t͡ʃ ɛ ɣ	271
902	WOT	221_trousseaudowrygiftgivenwiththebrideorbridegroom	271	kälinčäγ	kɛlint͡ʃɛɣ	k ɛ l i n t͡ʃ ɛ ɣ	271
#
903	H	222_hempcannabis	272	kender	kɛndɛr	k ɛ n d ɛ r	272
904	EAH	222_hempcannabis	272	kendir	kɛndir	k ɛ n d i r	272
905	WOT	222_hempcannabis	272	kändir	kɛndir	k ɛ n d i r	272
#
906	H	223_mercury	273	kéneső	keːnɛʃøː	k eː n ɛ ʃ øː	273
907	EAH	223_mercury	273	kenešǖ	kɛnɛʃyː	k ɛ n ɛ ʃ yː	273
908	WOT	223_mercury	273	kenäšū	kɛnɛʃuː	k ɛ n ɛ ʃ uː	273
#
909	H	224_pictureshapeform	274	kép	keːp	k eː p	274
910	WOT	224_pictureshapeform	274	kǟp	kɛːp	k ɛː p	274
#
911	H	225_shockshooksheavesplacedcrosswisealsoaunitofgrainpaidorgiven	275	kepe	kɛpɛ	k ɛ p ɛ	275
912	EAH	225_shockshooksheavesplacedcrosswisealsoaunitofgrainpaidorgiven	275	kepeγ	kɛpɛɣ	k ɛ p ɛ ɣ	275
913	WOT	225_shockshooksheavesplacedcrosswisealsoaunitofgrainpaidorgiven	275	käpäγ	kɛpɛɣ	k ɛ p ɛ ɣ	275
#
914	H	226_akindofship	276	kerep	kɛrɛp	k ɛ r ɛ p	276
915	WOT	226_akindofship	276	käräp	kɛrɛp	k ɛ r ɛ p	276
#
916	H	227_toruminateofbovines	277	kér	keːr	k eː r	277
917	EAH	227_toruminateofbovines	277	kēr	keːr	k eː r	277
918	WOT	227_toruminateofbovines	277	käwir	kɛwir	k ɛ w i r	277
#
919	H	228_cud	278	kérő	keːrøː	k eː r øː	278
920	OH	228_cud	278	kevreγ	kɛvrɛɣ	k ɛ v r ɛ ɣ	278
921	EAH	228_cud	278	kevereγ	kɛvɛrɛɣ	k ɛ v ɛ r ɛ ɣ	278
922	WOT	228_cud	278	käwiräg	kɛwirɛɡ	k ɛ w i r ɛ ɡ	278
#
923	H	229_gardenplaceforanimals	279	kert	kɛrt	k ɛ r t	279
924	EAH	229_gardenplaceforanimals	279	kerte	kɛrtɛ	k ɛ r t ɛ	279
925	WOT	229_gardenplaceforanimals	279	kärtä	kɛrtɛ	k ɛ r t ɛ	279
#
926	H	230_vulturevultur	280	keselyű	kɛʃɛjyː	k ɛ ʃ ɛ j yː	280
927	OH	230_vulturevultur	280	kešeleü̯	kɛʃɛlɛw	k ɛ ʃ ɛ l ɛ w	280
928	EAH	230_vulturevultur	280	küčeleγ	kyt͡ʃɛlɛɣ	k y t͡ʃ ɛ l ɛ ɣ	280
929	WOT	230_vulturevultur	280	küčäläγ	kyt͡ʃɛlɛɣ	k y t͡ʃ ɛ l ɛ ɣ	280
#
930	H	231_tobebecomelate	281	kés	keːʃ	k eː ʃ	281
931	OH	231_tobebecomelate	281	kēš	keːʃ	k eː ʃ	281
932	EAH	231_tobebecomelate	281	kēč	keːt͡ʃ	k eː t͡ʃ	281
933	WOT	231_tobebecomelate	281	kēč	keːt͡ʃ	k eː t͡ʃ	281
#
934	H	233_smalllittle	282	kicsiny	kit͡ʃiɲ	k i t͡ʃ i ɲ	282
935	EAH	233_smalllittle	282	kičin	kit͡ʃin	k i t͡ʃ i n	282
936	WOT	233_smalllittle	282	kičin	kit͡ʃin	k i t͡ʃ i n	282
#
937	H	233_smalllittle	283	kicsiny	kit͡ʃiɲ	k i t͡ʃ i ɲ	283
938	EAH	233_smalllittle	283	küčün	kyt͡ʃyn	k y t͡ʃ y n	283
939	WOT	233_smalllittle	283	kičin	kit͡ʃin	k i t͡ʃ i n	283
#
940	H	232_small	284	kicsi	kit͡ʃi	k i t͡ʃ i	284
941	EAH	232_small	284	kičin	kit͡ʃin	k i t͡ʃ i n	284
942	WOT	232_small	284	kičin	kit͡ʃin	k i t͡ʃ i n	284
#
943	H	233_smalllittle	285	kis	kiʃ	k i ʃ	285
944	OH	233_smalllittle	285	kiši	kiʃi	k i ʃ i	285
945	LAH	233_smalllittle	285	kiči	kit͡ʃi	k i t͡ʃ i	285
946	EAH	233_smalllittle	285	kičiγ	kit͡ʃiɣ	k i t͡ʃ i ɣ	285
947	WOT	233_smalllittle	285	kičiγ	kit͡ʃiɣ	k i t͡ʃ i ɣ	285
#
948	H	234_felt	286	kíjc	kiːjt͡s	k iː j t͡s	286
949	OH	234_felt	286	kīyc	kiːjt͡s	k iː j t͡s	286
950	LAH	234_felt	286	kiyic	kijit͡s	k i j i t͡s	286
951	EAH	234_felt	286	kiyiz	kijiz	k i j i z	286
#
952	H	235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum	287	kikerics	kikɛrit͡ʃ	k i k ɛ r i t͡ʃ	287
953	EAH	235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum	287	kükerilč	kykɛrilt͡ʃ	k y k ɛ r i l t͡ʃ	287
954	WOT	235_wildmeadowsaffroncolchicumautumnalelionstoothtaraxacum	287	kökärilč	køkɛrilt͡ʃ	k ø k ɛ r i l t͡ʃ	287
#
955	H	236_abirdsimilartoafalconakindofbirdofprey	288	kiköcsény	kikøt͡ʃeːɲ	k i k ø t͡ʃ eː ɲ	288
956	OH	236_abirdsimilartoafalconakindofbirdofprey	288	kikörčen	kikørt͡ʃɛn	k i k ø r t͡ʃ ɛ n	288
957	EAH	236_abirdsimilartoafalconakindofbirdofprey	288	kükerčen	kykɛrt͡ʃɛn	k y k ɛ r t͡ʃ ɛ n	288
958	WOT	236_abirdsimilartoafalconakindofbirdofprey	288	kökärčän	køkɛrt͡ʃɛn	k ø k ɛ r t͡ʃ ɛ n	288
#
959	H	237_pain	289	kín	kiːn	k iː n	289
960	EAH	237_pain	289	kīn	kiːn	k iː n	289
961	WOT	237_pain	289	kīn	kiːn	k iː n	289
#
962	H	238_gourdcalabashlagenariavulgarisheadbillycockhat	290	kobak	kobɒk	k o b ɒ k	290
963	EAH	238_gourdcalabashlagenariavulgarisheadbillycockhat	290	kåbåk	kɒbɒk	k ɒ b ɒ k	290
#
964	H	239_lutecittern	291	koboz	koboz	k o b o z	291
965	EAH	239_lutecittern	291	koboz	koboz	k o b o z	291
#
966	H	240_tobegtomendicate	292	koldu	koldu	k o l d u	292
967	EAH	240_tobegtomendicate	292	koldu	koldu	k o l d u	292
968	WOT	240_tobegtomendicate	292	koldu	koldu	k o l d u	292
#
969	H	241_beggar	293	koldu	koldu	k o l d u	293
970	EAH	241_beggar	293	koldu	koldu	k o l d u	293
971	WOT	241_beggar	293	koldu	koldu	k o l d u	293
#
972	H	241_beggar	294	koldu	koldu	k o l d u	294
973	EAH	241_beggar	294	koldu	koldu	k o l d u	294
974	WOT	241_beggar	294	kolduš	kolduʃ	k o l d u ʃ	294
#
975	H	242_hopshumuluslupulus	295	komló	komloː	k o m l oː	295
976	OH	242_hopshumuluslupulus	295	kumlau̯	kumlaw	k u m l a w	295
977	EAH	242_hopshumuluslupulus	295	kumlaγ	kumlaɣ	k u m l a ɣ	295
978	WOT	242_hopshumuluslupulus	295	kumlaγ	kumlaɣ	k u m l a ɣ	295
#
979	H	243_timothygrassphleumphleumsp	296	komócsin	komoːt͡ʃin	k o m oː t͡ʃ i n	296
980	EAH	243_timothygrassphleumphleumsp	296	kåmičin	kɒmit͡ʃin	k ɒ m i t͡ʃ i n	296
981	WOT	243_timothygrassphleumphleumsp	296	kamїčïn	kamɯt͡ʃɯn	k a m ɯ t͡ʃ ɯ n	296
#
982	H	244_akindofhungariansheepdog	297	komondor	komondor	k o m o n d o r	297
983	EAH	244_akindofhungariansheepdog	297	kumandur	kumandur	k u m a n d u r	297
#
984	H	245_gloomygravemorosesombredullcolourednotproperlycastrated	298	komor	komor	k o m o r	298
985	EAH	245_gloomygravemorosesombredullcolourednotproperlycastrated	298	komur	komur	k o m u r	298
986	WOT	245_gloomygravemorosesombredullcolourednotproperlycastrated	298	komur	komur	k o m u r	298
#
987	H	246_coffin	299	koporsó	koporʃoː	k o p o r ʃ oː	299
988	EAH	246_coffin	299	kopurčaγ	kopurt͡ʃaɣ	k o p u r t͡ʃ a ɣ	299
989	WOT	246_coffin	299	kapurčaγ	kapurt͡ʃaɣ	k a p u r t͡ʃ a ɣ	299
#
990	H	247_ageperiod	300	kor	kor	k o r	300
991	EAH	247_ageperiod	300	kur	kur	k u r	300
992	WOT	247_ageperiod	300	kur	kur	k u r	300
#
993	H	248_tombsmallhillelevateddryplaceinamarsh	301	korhány	korhaːɲ	k o r h aː ɲ	301
994	EAH	248_tombsmallhillelevateddryplaceinamarsh	301	korγan	korɣan	k o r ɣ a n	301
995	WOT	248_tombsmallhillelevateddryplaceinamarsh	301	korγan	korɣan	k o r ɣ a n	301
#
996	H	249_drystalkofweed	302	kóró	koːroː	k oː r oː	302
997	OH	249_drystalkofweed	302	korou̯	korow	k o r o w	302
998	EAH	249_drystalkofweed	302	kuroγ	kuroɣ	k u r o ɣ	302
999	WOT	249_drystalkofweed	302	kowrog	kowroɡ	k o w r o ɡ	302
#
1000	H	250_soot	303	korom	korom	k o r o m	303
1001	EAH	250_soot	303	kurum	kurum	k u r u m	303
1002	WOT	250_soot	303	kurum	kurum	k u r u m	303
#
1003	H	251_ram	304	kos	koʃ	k o ʃ	304
1004	EAH	251_ram	304	koč	kot͡ʃ	k o t͡ʃ	304
1005	WOT	251_ram	304	koč	kot͡ʃ	k o t͡ʃ	304
#
1006	H	252_burn	305	kozma	kozmɒ	k o z m ɒ	305
1007	OH	252_burn	305	kosmā	kosmaː	k o s m aː	305
1008	EAH	252_burn	305	kasmaγ	kasmaɣ	k a s m a ɣ	305
1009	WOT	252_burn	305	kasmaγ	kasmaɣ	k a s m a ɣ	305
#
1010	H	253_frocksheepskinwaistcoat	306	ködmön	kødmøn	k ø d m ø n	306
1011	EAH	253_frocksheepskinwaistcoat	306	kedmen	kɛdmɛn	k ɛ d m ɛ n	306
1012	WOT	253_frocksheepskinwaistcoat	306	kädmän	kɛdmɛn	k ɛ d m ɛ n	306
#
1013	H	253_frocksheepskinwaistcoat	307	ködmen	kødmɛn	k ø d m ɛ n	307
1014	EAH	253_frocksheepskinwaistcoat	307	kedmen	kɛdmɛn	k ɛ d m ɛ n	307
1015	WOT	253_frocksheepskinwaistcoat	307	kädmän	kɛdmɛn	k ɛ d m ɛ n	307
#
1016	H	254_blackthornprunusspinosa	308	kökény	køkeːɲ	k ø k eː ɲ	308
1017	EAH	254_blackthornprunusspinosa	308	köken	køkɛn	k ø k ɛ n	308
1018	WOT	254_blackthornprunusspinosa	308	kökän	køkɛn	k ø k ɛ n	308
#
1019	H	255_loan	309	kölcsön	kølt͡ʃøn	k ø l t͡ʃ ø n	309
1020	EAH	255_loan	309	külčen	kylt͡ʃɛn	k y l t͡ʃ ɛ n	309
1021	WOT	255_loan	309	kölčen	kølt͡ʃɛn	k ø l t͡ʃ ɛ n	309
#
1022	H	256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre	310	köldök	køldøk	k ø l d ø k	310
1023	OH	256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre	310	kildik	kildik	k i l d i k	310
1024	EAH	256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre	310	kindik	kindik	k i n d i k	310
1025	WOT	256_thenavelvariouspartsofagriculturalandotherinstrumentsaroundwhichsomethingturnsorrotatesorwhichisinthecentre	310	kindik	kindik	k i n d i k	310
#
1026	H	257_youngofananimalkidpuppylad	311	kölyök	køjøk	k ø j ø k	311
1027	OH	257_youngofananimalkidpuppylad	311	kölʹök	køjøk	k ø j ø k	311
1028	LAH	257_youngofananimalkidpuppylad	311	kölek	kølɛk	k ø l ɛ k	311
1029	EAH	257_youngofananimalkidpuppylad	311	külek	kylɛk	k y l ɛ k	311
1030	WOT	257_youngofananimalkidpuppylad	311	köläk	kølɛk	k ø l ɛ k	311
#
1031	H	258_pounderbeatersmallmortar	312	kölyű	køjyː	k ø j yː	312
1032	OH	258_pounderbeatersmallmortar	312	kelǖ	kɛlyː	k ɛ l yː	312
1033	EAH	258_pounderbeatersmallmortar	312	keliγ	kɛliɣ	k ɛ l i ɣ	312
1034	WOT	258_pounderbeatersmallmortar	312	keliγ	kɛliɣ	k ɛ l i ɣ	312
#
1035	H	259_breaststrap	313	kömődörög	kømøːdørøɡ	k ø m øː d ø r ø ɡ	313
1036	EAH	259_breaststrap	313	kömöndörök	kømøndørøk	k ø m ø n d ø r ø k	313
#
1037	H	259_breaststrap	314	kentreg	kɛntrɛɡ	k ɛ n t r ɛ ɡ	314
1038	OH	259_breaststrap	314	köndrög	køndrøɡ	k ø n d r ø ɡ	314
1039	LAH	259_breaststrap	314	kömdörök	kømdørøk	k ø m d ø r ø k	314
1040	EAH	259_breaststrap	314	kömöndörök	kømøndørøk	k ø m ø n d ø r ø k	314
#
1041	H	260_book	315	könyv	køɲv	k ø ɲ v	315
1042	OH	260_book	315	köńüγ	køɲyɣ	k ø ɲ y ɣ	315
1043	EAH	260_book	315	küńüγ	kyɲyɣ	k y ɲ y ɣ	315
1044	WOT	260_book	315	küńüγ	kyɲyɣ	k y ɲ y ɣ	315
#
1045	H	260_book	316	könyü	køɲy	k ø ɲ y	316
1046	OH	260_book	316	köńüγ	køɲyɣ	k ø ɲ y ɣ	316
1047	EAH	260_book	316	küńüγ	kyɲyɣ	k y ɲ y ɣ	316
1048	WOT	260_book	316	küńüγ	kyɲyɣ	k y ɲ y ɣ	316
#
1049	H	261_stumpyasmallthickman	317	köpcös	køpt͡søʃ	k ø p t͡s ø ʃ	317
1050	OH	261_stumpyasmallthickman	317	köpčöš	køpt͡ʃøʃ	k ø p t͡ʃ ø ʃ	317
1051	LAH	261_stumpyasmallthickman	317	köpčȫ	køpt͡ʃøː	k ø p t͡ʃ øː	317
1052	EAH	261_stumpyasmallthickman	317	köpčeγ	køpt͡ʃɛɣ	k ø p t͡ʃ ɛ ɣ	317
1053	WOT	261_stumpyasmallthickman	317	köpčäγ	køpt͡ʃɛɣ	k ø p t͡ʃ ɛ ɣ	317
#
1054	H	262_akindofhungariansheepdogkomondor	318	köpec	køpɛt͡s	k ø p ɛ t͡s	318
1055	OH	262_akindofhungariansheepdogkomondor	318	köpečke	køpɛt͡ʃkɛ	k ø p ɛ t͡ʃ k ɛ	318
1056	LAH	262_akindofhungariansheepdogkomondor	318	köpekče	køpɛkt͡ʃɛ	k ø p ɛ k t͡ʃ ɛ	318
1057	EAH	262_akindofhungariansheepdogkomondor	318	köpek	køpɛk	k ø p ɛ k	318
1058	WOT	262_akindofhungariansheepdogkomondor	318	köpäk	køpɛk	k ø p ɛ k	318
#
1059	H	263_cloakgownovercoat	319	köpönyek	køpøɲɛk	k ø p ø ɲ ɛ k	319
1060	EAH	263_cloakgownovercoat	319	kepenek	kɛpɛnɛk	k ɛ p ɛ n ɛ k	319
1061	WOT	263_cloakgownovercoat	319	kepenek	kɛpɛnɛk	k ɛ p ɛ n ɛ k	319
#
1062	H	264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania	320	köpű	køpyː	k ø p yː	320
1063	OH	264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania	320	küpǖ	kypyː	k y p yː	320
1064	EAH	264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania	320	küpüγ	kypyɣ	k y p y ɣ	320
1065	WOT	264_churnbeehiveanythingwithahollowpartinwhichsomethingcanbefittedinatroughtrayforchannellingwaterthesameusedasasmallbridgethelatterintranslyvania	320	küpüγ	kypyɣ	k y p y ɣ	320
#
1066	H	265_ashtreefraxinussp	321	kőris	køːriʃ	k øː r i ʃ	321
1067	OH	265_ashtreefraxinussp	321	kǖriš	kyːriʃ	k yː r i ʃ	321
1068	EAH	265_ashtreefraxinussp	321	kewrič	kɛwrit͡ʃ	k ɛ w r i t͡ʃ	321
1069	WOT	265_ashtreefraxinussp	321	kevrič	kɛvrit͡ʃ	k ɛ v r i t͡ʃ	321
#
1070	H	266_mellowpowderycrumblyrottenmouldy	322	kőrő	køːrøː	k øː r øː	322
1071	EAH	266_mellowpowderycrumblyrottenmouldy	322	kevreγ	kɛvrɛɣ	k ɛ v r ɛ ɣ	322
1072	WOT	266_mellowpowderycrumblyrottenmouldy	322	kävräγ	kɛvrɛɣ	k ɛ v r ɛ ɣ	322
#
1073	H	267_pearpyruscommunis	323	körtvély	kørtveːj	k ø r t v eː j	323
1074	OH	267_pearpyruscommunis	323	kërtveli	kertvɛli	k e r t v ɛ l i	323
1075	EAH	267_pearpyruscommunis	323	kertβeli	kɛrtwɛli	k ɛ r t w ɛ l i	323
1076	WOT	267_pearpyruscommunis	323	kertweliγ	kɛrtwɛliɣ	k ɛ r t w ɛ l i ɣ	323
#
1077	H	267_pearpyruscommunis	324	körtvély	kørtveːj	k ø r t v eː j	324
1078	OH	267_pearpyruscommunis	324	kertmeli	kɛrtmɛli	k ɛ r t m ɛ l i	324
1079	EAH	267_pearpyruscommunis	324	kertmeliγ	kɛrtmɛliɣ	k ɛ r t m ɛ l i ɣ	324
1080	WOT	267_pearpyruscommunis	324	kertmeliγ	kɛrtmɛliɣ	k ɛ r t m ɛ l i ɣ	324
#
1081	H	268_togreettothank	325	köszön	køsøn	k ø s ø n	325
1082	EAH	268_togreettothank	325	küsen	kysɛn	k y s ɛ n	325
1083	WOT	268_togreettothank	325	küsän	kysɛn	k y s ɛ n	325
#
1084	H	269_thecumanethnicgroupinhungary	326	kun	kun	k u n	326
1085	OH	269_thecumanethnicgroupinhungary	326	kūn	kuːn	k uː n	326
1086	EAH	269_thecumanethnicgroupinhungary	326	kuwan	kuwan	k u w a n	326
1087	WOT	269_thecumanethnicgroupinhungary	326	kuwan	kuwan	k u w a n	326
#
1088	H	270_akindofdogahungarianbreedofsheepdog	327	kuvasz	kuvɒs	k u v ɒ s	327
1089	EAH	270_akindofdogahungarianbreedofsheepdog	327	kuwaz	kuwaz	k u w a z	327
#
1090	H	272_laughingbirdpicusviridis	328	küllő	kylːøː	k y lː øː	328
1091	EAH	272_laughingbirdpicusviridis	328	külleγ	kylːɛɣ	k y lː ɛ ɣ	328
1092	WOT	272_laughingbirdpicusviridis	328	külüläγ	kylylɛɣ	k y l y l ɛ ɣ	328
#
1093	H	271_afishlivingatthebottomoftherivergudgeongobiofluviatilis	329	küllő	kylːøː	k y lː øː	329
1094	OH	271_afishlivingatthebottomoftherivergudgeongobiofluviatilis	329	külliγ	kylːiɣ	k y lː i ɣ	329
1095	LAH	271_afishlivingatthebottomoftherivergudgeongobiofluviatilis	329	kölliγ	kølːiɣ	k ø lː i ɣ	329
1096	EAH	271_afishlivingatthebottomoftherivergudgeongobiofluviatilis	329	köligeliγ	køliɡɛliɣ	k ø l i ɡ ɛ l i ɣ	329
1097	WOT	271_afishlivingatthebottomoftherivergudgeongobiofluviatilis	329	köligäliγ	køliɡɛliɣ	k ø l i ɡ ɛ l i ɣ	329
#
1098	H	272_laughingbirdpicusviridis	330	küllő	kylːøː	k y lː øː	330
1099	OH	272_laughingbirdpicusviridis	330	külȫ	kyløː	k y l øː	330
1100	LAH	272_laughingbirdpicusviridis	330	küvȫ	kyvøː	k y v øː	330
1101	EAH	272_laughingbirdpicusviridis	330	küvey	kyvɛj	k y v ɛ j	330
1102	WOT	272_laughingbirdpicusviridis	330	küväy	kyvɛj	k y v ɛ j	330
#
1103	H	273_drysummerfograinbow	331	mónár	moːnaːr	m oː n aː r	331
1104	OH	273_drysummerfograinbow	331	mōnār	moːnaːr	m oː n aː r	331
1105	EAH	273_drysummerfograinbow	331	munar	munar	m u n a r	331
1106	WOT	273_drysummerfograinbow	331	munar	munar	m u n a r	331
#
1107	H	274_thenameofagroupofmilitarypeopleinhungarythecumanbodyguardtothehungarianking	332	nyögér	ɲøɡeːr	ɲ ø ɡ eː r	332
1108	EAH	274_thenameofagroupofmilitarypeopleinhungarythecumanbodyguardtothehungarianking	332	nöger	nøɡɛr	n ø ɡ ɛ r	332
1109	WOT	274_thenameofagroupofmilitarypeopleinhungarythecumanbodyguardtothehungarianking	332	nögär	nøɡɛr	n ø ɡ ɛ r	332
#
1110	H	275_chaffhuskswinnowingstailingsrefuseofgrain	333	ocsú	ot͡ʃuː	o t͡ʃ uː	333
1111	OH	275_chaffhuskswinnowingstailingsrefuseofgrain	333	učū	ut͡ʃuː	u t͡ʃ uː	333
1112	LAH	275_chaffhuskswinnowingstailingsrefuseofgrain	333	učou̯	ut͡ʃow	u t͡ʃ o w	333
1113	EAH	275_chaffhuskswinnowingstailingsrefuseofgrain	333	učoγ	ut͡ʃoɣ	u t͡ʃ o ɣ	333
1114	WOT	275_chaffhuskswinnowingstailingsrefuseofgrain	333	učoγ	ut͡ʃoɣ	u t͡ʃ o ɣ	333
#
1115	H	276_causereason	334	ok	ok	o k	334
1116	EAH	276_causereason	334	uk	uk	u k	334
1117	WOT	276_causereason	334	uk	uk	u k	334
#
1118	H	277_toteach	335	okt	okt	o k t	335
1119	OH	277_toteach	335	ok	ok	o k	335
1120	EAH	277_toteach	335	uk	uk	u k	335
1121	WOT	277_toteach	335	uk	uk	u k	335
#
1122	H	278_stycattlepensheepfold	336	ól	oːl	oː l	336
1123	OH	278_stycattlepensheepfold	336	oγul	oɣul	o ɣ u l	336
1124	EAH	278_stycattlepensheepfold	336	aγul	aɣul	a ɣ u l	336
1125	WOT	278_stycattlepensheepfold	336	aγul	aɣul	a ɣ u l	336
#
1126	H	279_cheap	337	olcsó	olt͡ʃoː	o l t͡ʃ oː	337
1127	OH	279_cheap	337	ōčō	oːt͡ʃoː	oː t͡ʃ oː	337
1128	LAH	279_cheap	337	učau̯	ut͡ʃaw	u t͡ʃ a w	337
1129	EAH	279_cheap	337	učaγ	ut͡ʃaɣ	u t͡ʃ a ɣ	337
1130	WOT	279_cheap	337	učaγ	ut͡ʃaɣ	u t͡ʃ a ɣ	337
#
1131	H	280_kidofagoat	338	olló	olːoː	o lː oː	338
1132	OH	280_kidofagoat	338	oγlou̯	oɣlow	o ɣ l o w	338
1133	EAH	280_kidofagoat	338	oγlaγ	oɣlaɣ	o ɣ l a ɣ	338
1134	WOT	280_kidofagoat	338	oγlaγ	oɣlaɣ	o ɣ l a ɣ	338
#
1135	H	281_spermseminalfluid	339	ondó	ondoː	o n d oː	339
1136	OH	281_spermseminalfluid	339	ondau̯	ondaw	o n d a w	339
1137	EAH	281_spermseminalfluid	339	undaγ	undaɣ	u n d a ɣ	339
1138	WOT	281_spermseminalfluid	339	undaγ	undaɣ	u n d a ɣ	339
#
1139	H	282_crumbofbreadmorselasmallpieceofbread	340	ontok	ontok	o n t o k	340
1140	WOT	282_crumbofbreadmorselasmallpieceofbread	340	untak	untak	u n t a k	340
#
1141	H	282_crumbofbreadmorselasmallpieceofbread	341	ontog	ontoɡ	o n t o ɡ	341
1142	WOT	282_crumbofbreadmorselasmallpieceofbread	341	untak	untak	u n t a k	341
#
1143	H	283_russian	342	orosz	oros	o r o s	342
1144	EAH	283_russian	342	urus	urus	u r u s	342
1145	WOT	283_russian	342	urus	urus	u r u s	342
#
1146	H	284_lion	343	oroszlán	oroslaːn	o r o s l aː n	343
1147	EAH	284_lion	343	uruslān	uruslaːn	u r u s l aː n	343
1148	WOT	284_lion	343	aruslan	aruslan	a r u s l a n	343
#
1149	H	285_spindlewhorl	344	orsó	orʃoː	o r ʃ oː	344
1150	OH	285_spindlewhorl	344	uršū	urʃuː	u r ʃ uː	344
1151	EAH	285_spindlewhorl	344	určuγ	urt͡ʃuɣ	u r t͡ʃ u ɣ	344
1152	WOT	285_spindlewhorl	344	určuγ	urt͡ʃuɣ	u r t͡ʃ u ɣ	344
#
1153	H	286_thief	345	orv	orv	o r v	345
1154	OH	286_thief	345	urvu	urvu	u r v u	345
1155	LAH	286_thief	345	uvru	uvru	u v r u	345
1156	EAH	286_thief	345	uγru	uɣru	u ɣ r u	345
1157	WOT	286_thief	345	ogru	oɡru	o ɡ r u	345
#
1158	H	287_physician	346	orvos	orvoʃ	o r v o ʃ	346
1159	OH	287_physician	346	urvoš	urvoʃ	u r v o ʃ	346
1160	EAH	287_physician	346	urvoči	urvot͡ʃi	u r v o t͡ʃ i	346
1161	WOT	287_physician	346	orwučï	orwut͡ʃɯ	o r w u t͡ʃ ɯ	346
#
1162	H	288_cuneinplayinostabla	347	os	oʃ	o ʃ	347
1163	OH	288_cuneinplayinostabla	347	ošk	oʃk	o ʃ k	347
1164	LAH	288_cuneinplayinostabla	347	ačk	at͡ʃk	a t͡ʃ k	347
1165	EAH	288_cuneinplayinostabla	347	alčuk	alt͡ʃuk	a l t͡ʃ u k	347
1166	WOT	288_cuneinplayinostabla	347	alčuk	alt͡ʃuk	a l t͡ʃ u k	347
#
1167	H	289_ox	348	ökör	økør	ø k ø r	348
1168	OH	289_ox	348	ökür	økyr	ø k y r	348
1169	EAH	289_ox	348	ükür	ykyr	y k y r	348
1170	WOT	289_ox	348	ökür	økyr	ø k y r	348
#
1171	H	290_tostitchtoputonadress	349	ölt	ølt	ø l t	349
1172	EAH	290_tostitchtoputonadress	349	ilt	ilt	i l t	349
1173	WOT	290_tostitchtoputonadress	349	ilt	ilt	i l t	349
#
1174	H	291_hawkbuzzardbuteobuteo	350	ölyv	øjv	ø j v	350
1175	OH	291_hawkbuzzardbuteobuteo	350	ölʹü	øjy	ø j y	350
1176	EAH	291_hawkbuzzardbuteobuteo	350	eliγ	ɛliɣ	ɛ l i ɣ	350
1177	WOT	291_hawkbuzzardbuteobuteo	350	eliγ	ɛliɣ	ɛ l i ɣ	350
#
1178	H	292_totakeroottogrowstrongerplantanimal	351	ön	øn	ø n	351
1179	OH	292_totakeroottogrowstrongerplantanimal	351	ön	øn	ø n	351
1180	EAH	292_totakeroottogrowstrongerplantanimal	351	ün	yn	y n	351
1181	WOT	292_totakeroottogrowstrongerplantanimal	351	ǖn	yːn	yː n	351
#
1182	H	293_togrindmill	352	őr	øːr	øː r	352
1183	EAH	293_togrindmill	352	evir	ɛvir	ɛ v i r	352
1184	WOT	293_togrindmill	352	ävir	ɛvir	ɛ v i r	352
#
