ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE
1033	OH	pounder, beater, small mortar	kelǖ	kelǖ	k ɛ l yː	
1034	EAH	pounder, beater, small mortar	keliγ	keliγ	k ɛ l i ɣ	
1035	WOT	pounder, beater, small mortar	keliγ	keliγ	k ɛ l i ɣ	
289	H	prison, jail	börtön	börtön	b ø r t ø n	
290	EAH	prison, jail	berten	berten	b ɛ r t ɛ n	
291	WOT	prison, jail	bärtän	bärtän	b ɛ r t ɛ n	
789	H	proper behaviour	ildom	ildom	i l d o m	
790	EAH	proper behaviour	ildam	ildam	i l d a m	
791	WOT	proper behaviour	ïldam	ïldam	ɯ l d a m	
1367	H	raft	szál	szál	s aː l	
1368	EAH	raft	sal	sal	s a l	
1369	WOT	raft	sāl	sāl	s aː l	
1004	H	ram	kos	kos	k o ʃ	
1005	EAH	ram	koč	koč	k o t͡ʃ	
1006	WOT	ram	koč	koč	k o t͡ʃ	
572	H	reason, mind	ész	ész	eː s	The full etymology would be 'ēs < es ← WOT *es(V)' but I pretended the '(V)' wasn't there because this simplifies things.
573	EAH	reason, mind	es	es	ɛ s	The full etymology would be 'ēs < es ← WOT *es(V)' but I pretended the '(V)' wasn't there because this simplifies things.
574	WOT	reason, mind	es	es	ɛ s	The full etymology would be 'ēs < es ← WOT *es(V)' but I pretended the '(V)' wasn't there because this simplifies things.
654	H	rein	gyeplő	gyeplő	ɟ ɛ p l øː	
655	OH	rein	ǰepleü̯	ǰepleü̯	d͡ʒʲ ɛ p l ɛ w	
656	EAH	rein	ǰipliγ	ǰipliγ	d͡ʒʲ i p l i ɣ	
657	WOT	rein	ǰipliγ	ǰipliγ	d͡ʒʲ i p l i ɣ	
238	H	revenge	bosszú	bosszú	b o sː uː	
239	OH	revenge	bossou̯	bossou̯	b o sː o w	
240	EAH	revenge	bosuγ	bosuγ	b o s u ɣ	
241	WOT	revenge	bosuγ	bosuγ	b o s u ɣ	
264	H	rich; abundant, roomy	bő	bő	b øː	
265	OH	rich; abundant, roomy	beü̯	beü̯	b ɛ w	
266	EAH	rich; abundant, roomy	beγ	beγ	b ɛ ɣ	
267	WOT	rich; abundant, roomy	bäγ	bäγ	b ɛ ɣ	
744	H	ring	gyűrű	gyűrű	ɟ yː r yː	
745	OH	ring	dʹüreü̯	dʹüreü̯	ɟ y r ɛ w	
746	EAH	ring	ǰürüγ	ǰürüγ	d͡ʒʲ y r y ɣ	
747	WOT	ring	ǰürüγ	ǰürüγ	d͡ʒʲ y r y ɣ	
575	H	river, name of a river	etel	etel	ɛ t ɛ l	
576	EAH	river, name of a river	etil	etil	ɛ t i l	
577	WOT	river, name of a river	ätil	ätil	ɛ t i l	
578	H	river, name of a river	etil	etil	ɛ t i l	
579	EAH	river, name of a river	etil	etil	ɛ t i l	
580	WOT	river, name of a river	ätil	ätil	ɛ t i l	
1437	H	rock, cliff, occiput, crest (of mountain)	szirt	szirt	s i r t	
1438	WOT	rock, cliff, occiput, crest (of mountain)	sïrt	sïrt	s ɯ r t	
472	H	rough, coarse; ugly; wild, unbridled	csúnya	csúnya	t͡ʃ uː ɲ ɒ	
473	OH	rough, coarse; ugly; wild, unbridled	čuńa	čuńa	t͡ʃ u ɲ a	
474	EAH	rough, coarse; ugly; wild, unbridled	čunaγ	čunaγ	t͡ʃ u n a ɣ	
475	WOT	rough, coarse; ugly; wild, unbridled	čunaγ	čunaγ	t͡ʃ u n a ɣ	
1304	H	running water, running channel under a mill	sió	sió	ʃ i oː	
1305	EAH	running water, running channel under a mill	šiu	šiu	ʃ i u	
1306	WOT	running water, running channel under a mill	šiu	šiu	ʃ i u	
295	H	sad, bad-tempered	bús	bús	b uː ʃ	
296	OH	sad, bad-tempered	bū	bū	b uː	
297	EAH	sad, bad-tempered	buγ	buγ	b u ɣ	
298	WOT	sad, bad-tempered	buγ	buγ	b u ɣ	
839	H	saddle strap	kangyík	kangyík	k ɒ n ɟ iː k	
840	EAH	saddle strap	kåndʹikå	kåndʹikå	k ɒ n ɟ i k ɒ	
841	H	saddle strap	kangyíka	kangyíka	k ɒ n ɟ iː k ɒ	
842	EAH	saddle strap	kåndʹikå	kåndʹikå	k ɒ n ɟ i k ɒ	
760	H	sand	homok	homok	h o m o k	
761	OH	sand	humuki	humuki	h u m u k i	
762	EAH	sand	humoki	humoki	h u m o k i	
763	WOT	sand	χumakï	χumakï	χ u m a k ɯ	
1342	H	scurvy	süly	süly	ʃ y j	
1343	OH	scurvy	šǖlʹ	šǖlʹ	ʃ yː j	
1344	EAH	scurvy	šiγül	šiγül	ʃ i ɣ y l	
1345	WOT	scurvy	šiγül	šiγül	ʃ i ɣ y l	
1547	H	sea	tenger	tenger	t ɛ n ɡ ɛ r	
1548	EAH	sea	teŋir	teŋir	t ɛ ŋ i r	
1549	WOT	sea	täŋir	täŋir	t ɛ ŋ i r	
439	H	secretion, mucus discharged from the eyes	csipa	csipa	t͡ʃ i p ɒ	according to the corrigenda-section on p. 1494 I changed 'čapa ← WOT *čapaγ' to 'čapa < *čapaγ ← WOT *čapaγ'
440	OH	secretion, mucus discharged from the eyes	čapa	čapa	t͡ʃ a p a	according to the corrigenda-section on p. 1494 I changed 'čapa ← WOT *čapaγ' to 'čapa < *čapaγ ← WOT *čapaγ'
441	EAH	secretion, mucus discharged from the eyes	čapaγ	čapaγ	t͡ʃ a p a ɣ	according to the corrigenda-section on p. 1494 I changed 'čapa ← WOT *čapaγ' to 'čapa < *čapaγ ← WOT *čapaγ'
442	WOT	secretion, mucus discharged from the eyes	čapaγ	čapaγ	t͡ʃ a p a ɣ	according to the corrigenda-section on p. 1494 I changed 'čapa ← WOT *čapaγ' to 'čapa < *čapaγ ← WOT *čapaγ'
455	H	sexual organ of large male animals, of a bull; a whip made from it	csök	csök	t͡ʃ ø k	The full etymology is 'čök < *čük ← WOT *čükV' and I left the 'V' on purpose in the WOT word because loanpy was designed to treat 'V' as 'any vowel' and this data set serves as an input for loanpy. Might be that this causes a BIPA error.
456	EAH	sexual organ of large male animals, of a bull; a whip made from it	čük	čük	t͡ʃ y k	The full etymology is 'čök < *čük ← WOT *čükV' and I left the 'V' on purpose in the WOT word because loanpy was designed to treat 'V' as 'any vowel' and this data set serves as an input for loanpy. Might be that this causes a BIPA error.
457	WOT	sexual organ of large male animals, of a bull; a whip made from it	čükV	čükV	t͡ʃ y k v	The full etymology is 'čök < *čük ← WOT *čükV' and I left the 'V' on purpose in the WOT word because loanpy was designed to treat 'V' as 'any vowel' and this data set serves as an input for loanpy. Might be that this causes a BIPA error.
161	H	shackles	bilincs	bilincs	b i l i n t͡ʃ	
162	OH	shackles	bilinček	bilinček	b i l i n t͡ʃ ɛ k	
163	EAH	shackles	bileček	bileček	b i l ɛ t͡ʃ ɛ k	
164	WOT	shackles	biläčäk	biläčäk	b i l ɛ t͡ʃ ɛ k	
866	H	sheepfold, cattlegrid, stockyard, a yard encircled by a fence, shed for animals	karám	karám	k ɒ r aː m	
867	EAH	sheepfold, cattlegrid, stockyard, a yard encircled by a fence, shed for animals	korām	korām	k o r aː m	
868	WOT	sheepfold, cattlegrid, stockyard, a yard encircled by a fence, shed for animals	koram	koram	k o r a m	
799	H	shirt	ing	ing	i n ɡ	
800	OH	shirt	ümeg	ümeg	y m ɛ ɡ	
801	EAH	shirt	ümmeg	ümmeg	y mː ɛ ɡ	
802	WOT	shirt	öŋmäk	öŋmäk	ø ŋ m ɛ k	
912	H	shock, shook, sheaves placed crosswise, also a unit of grain paid orgiven	kepe	kepe	k ɛ p ɛ	
913	EAH	shock, shook, sheaves placed crosswise, also a unit of grain paid orgiven	kepeγ	kepeγ	k ɛ p ɛ ɣ	
914	WOT	shock, shook, sheaves placed crosswise, also a unit of grain paid orgiven	käpäγ	käpäγ	k ɛ p ɛ ɣ	
1250	H	sickle	sarló	sarló	ʃ ɒ r l oː	
1251	EAH	sickle	čarlaγ	čarlaγ	t͡ʃ a r l a ɣ	
1252	WOT	sickle	čarlaγ	čarlaγ	t͡ʃ a r l a ɣ	
322	H	sin	bűn	bűn	b yː n	
323	EAH	sin	bǖn	bǖn	b yː n	
324	WOT	sin	bǖn	bǖn	b yː n	
941	H	small	kicsi	kicsi	k i t͡ʃ i	
942	EAH	small	kičin	kičin	k i t͡ʃ i n	
943	WOT	small	kičin	kičin	k i t͡ʃ i n	
935	H	small, little	kicsiny	kicsiny	k i t͡ʃ i ɲ	
936	EAH	small, little	kičin	kičin	k i t͡ʃ i n	
937	WOT	small, little	kičin	kičin	k i t͡ʃ i n	
938	H	small, little	kicsiny	kicsiny	k i t͡ʃ i ɲ	
939	EAH	small, little	küčün	küčün	k y t͡ʃ y n	
940	WOT	small, little	kičin	kičin	k i t͡ʃ i n	
944	H	small, little	kis	kis	k i ʃ	
945	OH	small, little	kiši	kiši	k i ʃ i	
946	LAH	small, little	kiči	kiči	k i t͡ʃ i	
947	EAH	small, little	kičiγ	kičiγ	k i t͡ʃ i ɣ	
948	WOT	small, little	kičiγ	kičiγ	k i t͡ʃ i ɣ	
45	H	small, tiny	apró	apró	ɒ p r oː	
46	OH	small, tiny	oprau̯	oprau̯	o p r a w	
47	EAH	small, tiny	opuruγ	opuruγ	o p u r u ɣ	
48	WOT	small, tiny	opuruγ	opuruγ	o p u r u ɣ	
1301	H	smooth, simít	sima	sima	ʃ i m ɒ	
1302	EAH	smooth, simít	šima	šima	ʃ i m a	
1303	WOT	smooth, simít	šïma	šïma	ʃ ɯ m a	
430	H	snail, Helix; snail-shell, pulley, vertebra	csiga	csiga	t͡ʃ i ɡ ɒ	
431	EAH	snail, Helix; snail-shell, pulley, vertebra	čïga	čïga	t͡ʃ ɯ ɡ a	
432	WOT	snail, Helix; snail-shell, pulley, vertebra	čïga	čïga	t͡ʃ ɯ ɡ a	
1629	H	snare, trap	tőr	tőr	t øː r	
1630	EAH	snare, trap	tȫr	tȫr	t øː r	
1631	WOT	snare, trap	tȫr	tȫr	t øː r	
79	H	soggy place, moor, swamp, marsh	balkány	balkány	b ɒ l k aː ɲ	
80	EAH	soggy place, moor, swamp, marsh	balkan	balkan	b a l k a n	
81	WOT	soggy place, moor, swamp, marsh	balkan	balkan	b a l k a n	
1001	H	soot	korom	korom	k o r o m	
1002	EAH	soot	kurum	kurum	k u r u m	
1003	WOT	soot	kurum	kurum	k u r u m	
1485	H	sorcerer, medicine man	táltos	táltos	t aː l t o ʃ	
1486	OH	sorcerer, medicine man	taltuš	taltuš	t a l t u ʃ	
1487	EAH	sorcerer, medicine man	taltuči	taltuči	t a l t u t͡ʃ i	
1488	WOT	sorcerer, medicine man	taltučï	taltučï	t a l t u t͡ʃ ɯ	
883	H	sparrow hawk, Accipiter n. nisus	karvaly	karvaly	k ɒ r v ɒ j	
884	EAH	sparrow hawk, Accipiter n. nisus	karγay	karγay	k a r ɣ a j	
885	WOT	sparrow hawk, Accipiter n. nisus	kargay	kargay	k a r ɡ a j	
1136	H	sperm, seminal fluid	ondó	ondó	o n d oː	
1137	OH	sperm, seminal fluid	ondau̯	ondau̯	o n d a w	
1138	EAH	sperm, seminal fluid	undaγ	undaγ	u n d a ɣ	
1139	WOT	sperm, seminal fluid	undaγ	undaγ	u n d a ɣ	
1150	H	spindle, whorl	orsó	orsó	o r ʃ oː	
1151	OH	spindle, whorl	uršū	uršū	u r ʃ uː	
1152	EAH	spindle, whorl	určuγ	určuγ	u r t͡ʃ u ɣ	
1153	WOT	spindle, whorl	určuγ	určuγ	u r t͡ʃ u ɣ	
1307	H	spring, well, brook	séd	séd	ʃ eː d	
1308	OH	spring, well, brook	šīd	šīd	ʃ iː d	
1309	EAH	spring, well, brook	šiu	šiu	ʃ i u	
1310	WOT	spring, well, brook	šiw	šiw	ʃ i v	
443	H	squint-eyed, blind in one eye, onearmed, one-legged	csolák	csolák	t͡ʃ o l aː k	
444	EAH	squint-eyed, blind in one eye, onearmed, one-legged	čolak	čolak	t͡ʃ o l a k	
445	WOT	squint-eyed, blind in one eye, onearmed, one-legged	čolak	čolak	t͡ʃ o l a k	
183	H	stack of hay	boglya	boglya	b o ɡ j ɒ	
184	OH	stack of hay	boglʹå	boglʹå	b o ɡ j ɒ	
185	LAH	stack of hay	bogulʹa	bogulʹa	b o ɡ u j a	
186	EAH	stack of hay	bogul	bogul	b o ɡ u l	
187	WOT	stack of hay	bogul	bogul	b o ɡ u l	
875	H	stake, pale, stick	karó	karó	k ɒ r oː	
876	OH	stake, pale, stick	kårou̯	kårou̯	k ɒ r o w	
877	EAH	stake, pale, stick	karoγ	karoγ	k a r o ɣ	
878	WOT	stake, pale, stick	karoγ	karoγ	k a r o ɣ	
449	H	stallion	csődör	csődör	t͡ʃ øː d ø r	
450	EAH	stallion	čeü̯dür	čeü̯dür	t͡ʃ ɛ w d y r	
451	H	stallion	csődör	csődör	t͡ʃ øː d ø r	
452	EAH	stallion	čeü̯dür	čeü̯dür	t͡ʃ ɛ w d y r	
453	H	stallion	csődör	csődör	t͡ʃ øː d ø r	
454	EAH	stallion	čeü̯dür	čeü̯dür	t͡ʃ ɛ w d y r	
122	H	stamp, bond, mark	bélyeg	bélyeg	b eː j ɛ ɡ	
123	OH	stamp, bond, mark	bēlʹeg	bēlʹeg	b eː j ɛ ɡ	
124	EAH	stamp, bond, mark	beleg	beleg	b ɛ l ɛ ɡ	
125	WOT	stamp, bond, mark	bäläg	bäläg	b ɛ l ɛ ɡ	
309	H	steam, vapour, fumes; heat	búsz	búsz	b uː s	
310	EAH	steam, vapour, fumes; heat	būs	būs	b uː s	
311	WOT	steam, vapour, fumes; heat	būs	būs	b uː s	
1571	H	steer, young bullock, ox	tinó	tinó	t i n oː	
1572	EAH	steer, young bullock, ox	tana	tana	t a n a	
1573	WOT	steer, young bullock, ox	tana	tana	t a n a	
1649	H	steer, young bullock, ox or cow	tulok	tulok	t u l o k	
1650	EAH	steer, young bullock, ox or cow	tukol	tukol	t u k o l	
1651	WOT	steer, young bullock, ox or cow	tokol	tokol	t o k o l	
1335	H	sterlet, sturgeon, Acipenser stellatus, ruthenus	sőreg	sőreg	ʃ øː r ɛ ɡ	
1336	EAH	sterlet, sturgeon, Acipenser stellatus, ruthenus	ševrege	ševrege	ʃ ɛ v r ɛ ɡ ɛ	
1337	WOT	sterlet, sturgeon, Acipenser stellatus, ruthenus	šivrigey	šivrigey	ʃ i v r i ɡ ɛ j	
242	H	stick, cane	bot	bot	b o t	
243	OH	stick, cane	buti	buti	b u t i	
244	LAH	stick, cane	butī	butī	b u t iː	
245	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
246	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
247	H	stick, cane	bot	bot	b o t	
248	OH	stick, cane	buti	buti	b u t i	
249	LAH	stick, cane	butu	butu	b u t u	
250	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
251	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
252	H	stick, cane	but	but	b u t	
253	OH	stick, cane	buti	buti	b u t i	
254	LAH	stick, cane	butī	butī	b u t iː	
255	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
256	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
257	H	stick, cane	but	but	b u t	
258	OH	stick, cane	buti	buti	b u t i	
259	LAH	stick, cane	butu	butu	b u t u	
260	EAH	stick, cane	butiγ	butiγ	b u t i ɣ	
261	WOT	stick, cane	butїγ	butїγ	b u t ɯ ɣ	
684	H	stomach	gyomor	gyomor	ɟ o m o r	
685	OH	stomach	dʹumur	dʹumur	ɟ u m u r	
686	EAH	stomach	ǰumur	ǰumur	d͡ʒʲ u m u r	
687	WOT	stomach	ǰumur	ǰumur	d͡ʒʲ u m u r	
1534	H	strap (on a whip, or on a kind of sandal)	telek	telek	t ɛ l ɛ k	
1535	EAH	strap (on a whip, or on a kind of sandal)	telük	telük	t ɛ l y k	
1536	WOT	strap (on a whip, or on a kind of sandal)	tilök	tilök	t i l ø k	
12	H	stream, current	ákos	ákos	aː k o ʃ	
13	H	stream, current	ágos	ágos	aː ɡ o ʃ	
559	H	strength, power	erő	erő	ɛ r øː	
560	OH	strength, power	ereü̯	ereü̯	ɛ r ɛ w	
561	EAH	strength, power	eriγ	eriγ	ɛ r i ɣ	
562	WOT	strength, power	äriγ	äriγ	ɛ r i ɣ	
465	H	stubborn	csökönyös	csökönyös	t͡ʃ ø k ø ɲ ø ʃ	
466	OH	stubborn	čököń	čököń	t͡ʃ ø k ø ɲ	
467	EAH	stubborn	čükün	čükün	t͡ʃ y k y n	
468	WOT	stubborn	čikin	čikin	t͡ʃ i k i n	
1050	H	stumpy, a small, thick man	köpcös	köpcös	k ø p t͡s ø ʃ	
1051	OH	stumpy, a small, thick man	köpčöš	köpčöš	k ø p t͡ʃ ø ʃ	
1052	LAH	stumpy, a small, thick man	köpčȫ	köpčȫ	k ø p t͡ʃ øː	
1053	EAH	stumpy, a small, thick man	köpčeγ	köpčeγ	k ø p t͡ʃ ɛ ɣ	
1054	WOT	stumpy, a small, thick man	köpčäγ	köpčäγ	k ø p t͡ʃ ɛ ɣ	
1584	H	sturgeon, Acipenser sturio	tok	tok	t o k	
1585	EAH	sturgeon, Acipenser sturio	toku	toku	t o k u	
1586	WOT	sturgeon, Acipenser sturio	toku	toku	t o k u	
1123	H	sty, cattle pen, sheepfold	ól	ól	oː l	
1124	OH	sty, cattle pen, sheepfold	oγul	oγul	o ɣ u l	
1125	EAH	sty, cattle pen, sheepfold	aγul	aγul	a ɣ u l	
1126	WOT	sty, cattle pen, sheepfold	aγul	aγul	a ɣ u l	
615	H	suspicion, mistrust	gyanú	gyanú	ɟ ɒ n uː	
616	OH	suspicion, mistrust	ǰanau̯	ǰanau̯	d͡ʒʲ a n a w	
617	EAH	suspicion, mistrust	ǰonaγ	ǰonaγ	d͡ʒʲ o n a ɣ	
618	WOT	suspicion, mistrust	ǰonaγ	ǰonaγ	d͡ʒʲ o n a ɣ	
188	H	tassel, fringe, tuft, node	bojt	bojt	b o j t	
189	OH	tassel, fringe, tuft, node	buyt	buyt	b u j t	
190	LAH	tassel, fringe, tuft, node	buγt	buγt	b u ɣ t	
191	EAH	tassel, fringe, tuft, node	buγut	buγut	b u ɣ u t	
192	WOT	tassel, fringe, tuft, node	bogut	bogut	b o ɡ u t	
1260	H	tent	sátor	sátor	ʃ aː t o r	
1261	OH	tent	šatur	šatur	ʃ a t u r	
1262	EAH	tent	čatur	čatur	t͡ʃ a t u r	
1263	WOT	tent	čatur	čatur	t͡ʃ a t u r	
1085	H	the Cuman ethnic group in Hungary	kun	kun	k u n	
1086	OH	the Cuman ethnic group in Hungary	kūn	kūn	k uː n	
1087	EAH	the Cuman ethnic group in Hungary	kuwan	kuwan	k u v a n	
1088	WOT	the Cuman ethnic group in Hungary	kuwan	kuwan	k u v a n	
1108	H	the name of a group of military people in Hungary,the Cuman bodyguard to the Hungarian king	nyögér	nyögér	ɲ ø ɡ eː r	
1109	EAH	the name of a group of military people in Hungary,the Cuman bodyguard to the Hungarian king	nöger	nöger	n ø ɡ ɛ r	
1110	WOT	the name of a group of military people in Hungary,the Cuman bodyguard to the Hungarian king	nögär	nögär	n ø ɡ ɛ r	
1023	H	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	köldök	köldök	k ø l d ø k	
1024	OH	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	kildik	kildik	k i l d i k	
1025	EAH	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	kindik	kindik	k i n d i k	
1026	WOT	the navel; various parts of agricultural and other instruments,around which something turns or rotates or which is in the centre	kindik	kindik	k i n d i k	
1656	H	the totem bird of the Árpád dynasty, a bird of prey	turul	turul	t u r u l	
1657	OH	the totem bird of the Árpád dynasty, a bird of prey	tūrul	tūrul	t uː r u l	
1658	EAH	the totem bird of the Árpád dynasty, a bird of prey	tuγrïl	tuγrïl	t u ɣ r ɯ l	
1659	WOT	the totem bird of the Árpád dynasty, a bird of prey	toγrïl	toγrïl	t o ɣ r ɯ l	
375	H	thicket, brushwood, dry foliage, grove, meadow	csalit	csalit	t͡ʃ ɒ l i t	
376	EAH	thicket, brushwood, dry foliage, grove, meadow	čalit	čalit	t͡ʃ a l i t	
377	WOT	thicket, brushwood, dry foliage, grove, meadow	čaltï	čaltï	t͡ʃ a l t ɯ	
378	H	thicket, brushwood; dry foliage, grove, meadow	csalit	csalit	t͡ʃ ɒ l i t	
379	EAH	thicket, brushwood; dry foliage, grove, meadow	čalit	čalit	t͡ʃ a l i t	
380	WOT	thicket, brushwood; dry foliage, grove, meadow	čalït	čalït	t͡ʃ a l ɯ t	
1154	H	thief	orv	orv	o r v	
1155	OH	thief	urvu	urvu	u r v u	
1156	LAH	thief	uvru	uvru	u v r u	
1157	EAH	thief	uγru	uγru	u ɣ r u	
1158	WOT	thief	ogru	ogru	o ɡ r u	
748	H	thimble	gyűszű	gyűszű	ɟ yː s yː	
749	EAH	thimble	ǰüγsüγ	ǰüγsüγ	d͡ʒʲ y ɣ s y ɣ	
750	WOT	thimble	ǰüγsüγ	ǰüγsüγ	d͡ʒʲ y ɣ s y ɣ	
1427	H	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	szirony	szirony	s i r o ɲ	
1428	OH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siron	siron	s i r o n	
1429	LAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sirum	sirum	s i r u m	
1430	EAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siyrum	siyrum	s i j r u m	
1431	WOT	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sïyrum	sïyrum	s ɯ j r u m	
1432	H	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	szirony	szirony	s i r o ɲ	
1433	OH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sirom	sirom	s i r o m	
1434	LAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sirum	sirum	s i r u m	
1435	EAH	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	siyrum	siyrum	s i j r u m	
1436	WOT	thin hide rope, strap (used for embroidery or as a whip), refrozen thin layer after the melting of snow	sïyrum	sïyrum	s ɯ j r u m	
1418	H	threshing floor (round)	szérű	szérű	s eː r yː	
1419	EAH	threshing floor (round)	sürüγ	sürüγ	s y r y ɣ	
1420	WOT	threshing floor (round)	čürüγ	čürüγ	t͡ʃ y r y ɣ	
767	H	time, weather	idő	idő	i d øː	
768	OH	time, weather	üdȫ	üdȫ	y d øː	
769	LAH	time, weather	üdeü̯	üdeü̯	y d ɛ w	
770	EAH	time, weather	üdeγ	üdeγ	y d ɛ ɣ	
771	WOT	time, weather	üdäγ	üdäγ	y d ɛ ɣ	
980	H	timothy-grass, phleum, Phleum sp.	komócsin	komócsin	k o m oː t͡ʃ i n	
981	EAH	timothy-grass, phleum, Phleum sp.	kåmičin	kåmičin	k ɒ m i t͡ʃ i n	
982	WOT	timothy-grass, phleum, Phleum sp.	kamїčïn	kamїčïn	k a m ɯ t͡ʃ ɯ n	
1499	H	tinder, tinder fungus, Fomes fomentarius	tapló	tapló	t ɒ p l oː	
1500	OH	tinder, tinder fungus, Fomes fomentarius	tåplou̯	tåplou̯	t ɒ p l o w	
1501	LAH	tinder, tinder fungus, Fomes fomentarius	toplau̯	toplau̯	t o p l a w	
1502	EAH	tinder, tinder fungus, Fomes fomentarius	topluγ	topluγ	t o p l u ɣ	
1503	WOT	tinder, tinder fungus, Fomes fomentarius	topluγ	topluγ	t o p l u ɣ	
608	H	to abuse, calumniate	gyaláz	gyaláz	ɟ ɒ l aː z	
609	OH	to abuse, calumniate	dʹala	dʹala	ɟ a l a	
610	EAH	to abuse, calumniate	ǰala	ǰala	d͡ʒʲ a l a	
611	WOT	to abuse, calumniate	ǰala	ǰala	d͡ʒʲ a l a	
390	H	to add, to join; to buckle up something	csatol	csatol	t͡ʃ ɒ t o l	
391	OH	to add, to join; to buckle up something	čatol	čatol	t͡ʃ a t o l	
392	EAH	to add, to join; to buckle up something	čat	čat	t͡ʃ a t	
393	WOT	to add, to join; to buckle up something	čat	čat	t͡ʃ a t	
795	H	to adore, worship	imád	imád	i m aː d	
796	OH	to adore, worship	vimad	vimad	v i m a d	
797	EAH	to adore, worship	vim	vim	v i m	
798	WOT	to adore, worship	vïm	vïm	v ɯ m	
537	H	to allow, permit, concede; yield, give way	enged	enged	ɛ n ɡ ɛ d	
538	EAH	to allow, permit, concede; yield, give way	eng	eng	ɛ n ɡ	
539	WOT	to allow, permit, concede; yield, give way	äŋ	äŋ	ɛ ŋ	
235	H	to annoy	bosszan	bosszan	b o sː ɒ n	
236	EAH	to annoy	busan	busan	b u s a n	
237	WOT	to annoy	busan	busan	b u s a n	
547	H	to arrive, to reach, get to	ér	ér	eː r	
548	EAH	to arrive, to reach, get to	er	er	ɛ r	
549	WOT	to arrive, to reach, get to	er	er	ɛ r	
719	H	to assemble, gather	gyűl	gyűl	ɟ yː l	
720	OH	to assemble, gather	dʹīl	dʹīl	ɟ iː l	
721	EAH	to assemble, gather	ǰiγil	ǰiγil	d͡ʒʲ i ɣ i l	
722	WOT	to assemble, gather	ǰigil	ǰigil	d͡ʒʲ i ɡ i l	
169	H	to be forgiven	bocsánik	bocsánik	b o t͡ʃ aː n i k	
170	OH	to be forgiven	bočan	bočan	b o t͡ʃ a n	
171	EAH	to be forgiven	bolčan	bolčan	b o l t͡ʃ a n	
172	WOT	to be forgiven	bolčan	bolčan	b o l t͡ʃ a n	
778	H	to be frightened, to take fright	ijed	ijed	i j ɛ d	
779	OH	to be frightened, to take fright	iye	iye	i j ɛ	
780	EAH	to be frightened, to take fright	äyi	äyi	ɛ j i	
781	WOT	to be frightened, to take fright	äyi	äyi	ɛ j i	
782	H	to be frightened, to take fright	ijeszt	ijeszt	i j ɛ s t	
783	OH	to be frightened, to take fright	iye	iye	i j ɛ	
784	EAH	to be frightened, to take fright	äyi	äyi	ɛ j i	
785	WOT	to be frightened, to take fright	äyi	äyi	ɛ j i	
931	H	to be, become late	késik	késik	k eː ʃ i k	
932	OH	to be, become late	kēš	kēš	k eː ʃ	
933	EAH	to be, become late	kēč	kēč	k eː t͡ʃ	
934	WOT	to be, become late	kēč	kēč	k eː t͡ʃ	
1200	H	to become mad	őrül	őrül	øː r y l	
1201	OH	to become mad	eü̯ril	eü̯ril	ɛ w r i l	
1202	EAH	to become mad	evril	evril	ɛ v r i l	
1203	WOT	to become mad	ävril	ävril	ɛ v r i l	
461	H	to become smaller, remain small, to sway, to totter, tosprain	csökik	csökik	t͡ʃ ø k i k	
462	OH	to become smaller, remain small, to sway, to totter, tosprain	čök	čök	t͡ʃ ø k	
463	EAH	to become smaller, remain small, to sway, to totter, tosprain	čük	čük	t͡ʃ y k	
464	WOT	to become smaller, remain small, to sway, to totter, tosprain	čök	čök	t͡ʃ ø k	
967	H	to beg, to mendicate	koldul	koldul	k o l d u l	
968	EAH	to beg, to mendicate	koldu	koldu	k o l d u	
969	WOT	to beg, to mendicate	koldu	koldu	k o l d u	
406	H	to bind (something)	csekél	csekél	t͡ʃ ɛ k eː l	
407	OH	to bind (something)	ček	ček	t͡ʃ ɛ k	
408	EAH	to bind (something)	čik	čik	t͡ʃ i k	
409	WOT	to bind (something)	čik	čik	t͡ʃ i k	
1624	H	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tör	tör	t ø r	
1625	OH	to break (also e.g. hemp, salt, pepper), to separate into pieces, to break,to crush	tȫr	tȫr	t øː r	
